"CodInsc","Inscricao","Codigo","Semestre","Ano","Status","Freq","Nota","Obs","Carga","Creditos"
339,44,13,"1","2007","Aprovado","Suficiente",9.5,"",60,4
340,44,29,"2","2007","Aprovado","",8,"",30,2
341,45,9,"1","2007","Aprovado","Suficiente",9.19999980926514,"",60,4
342,45,10,"1","2007","Aprovado","Suficiente",7.53999996185303,"",60,4
343,45,11,"1","2007","Aprovado","Suficiente",9,"",60,4
344,45,12,"1","2007","Aprovado","Suficiente",10,"",150,10
345,45,13,"1","2007","Aprovado","Suficiente",10,"",60,4
346,45,29,"2","2007","Aprovado","Suficiente",10,"",30,2
347,45,32,"2","2007","Aprovado","Suficiente",,"",510,34
348,46,9,"1","2007","Aprovado","Suficiente",8.80000019073486,"",60,4
349,46,10,"1","2007","Aprovado","Suficiente",8.30000019073486,"",60,4
350,46,11,"1","2007","Aprovado","Suficiente",7.5,"",60,4
351,46,13,"1","2007","Aprovado","Suficiente",10,"",60,4
352,46,29,"2","2007","Aprovado","",10,"",30,2
353,47,10,"1","2007","Aprovado","Suficiente",6.90000009536743,"",60,4
354,47,9,"1","2007","Aprovado","Suficiente",8.39999961853027,"",60,4
355,47,11,"1","2007","Aprovado","Suficiente",9,"",60,4
356,47,12,"1","2007","Aprovado","",10,"",150,10
357,47,14,"1","2007","Aprovado","",10,"",60,4
358,47,13,"1","2007","Aprovado","",10,"",60,4
359,47,29,"2","2007","Aprovado","",10,"",30,2
360,48,9,"1","2007","Aprovado","Suficiente",8.80000019073486,"",60,4
361,48,10,"1","2007","Aprovado","Suficiente",7.34999990463257,"",60,4
362,48,11,"1","2007","Aprovado","Suficiente",8,"",60,4
363,48,12,"1","2007","Aprovado","Suficiente",10,"",150,10
364,48,13,"1","2007","Aprovado","Suficiente",10,"",60,4
365,48,29,"2","2007","Aprovado","Suficiente",10,"",30,2
366,49,9,"1","2007","Aprovado","Suficiente",7.19999980926514,"",60,4
367,49,10,"1","2007","Aprovado","Suficiente",7.59999990463257,"",60,4
368,49,11,"1","2007","Aprovado","Suficiente",8,"",60,4
369,49,13,"1","2007","Aprovado","",10,"",60,4
370,49,29,"2","2007","Aprovado","",7,"",30,2
371,49,12,"1","2007","Aprovado","",10,"",150,10
372,49,14,"1","2007","Aprovado","",10,"",60,4
373,50,9,"1","2007","Aprovado","Suficiente",8.80000019073486,"",60,4
374,50,10,"1","2007","Aprovado","",9.10000038146973,"",60,4
375,50,11,"1","2007","Aprovado","",9,"",60,4
376,50,13,"1","2007","Aprovado","",10,"",60,4
377,50,29,"2","2007","Aprovado","",10,"",30,2
378,50,12,"1","2007","Aprovado","",10,"",150,10
379,50,21,"1","2007","Aprovado","",10,"",30,2
380,50,14,"1","2007","Aprovado","",10,"",60,4
381,51,9,"1","2008","Aprovado","",6.40000009536743,"",60,4
382,51,10,"1","2007","Aprovado","Suficiente",9,"",60,4
383,51,11,"1","2007","Aprovado","Suficiente",8.5,"",60,4
384,51,13,"1","2007","Aprovado","",10,"",60,4
385,51,29,"2","2007","Aprovado","",10,"",30,2
386,51,12,"1","2007","Aprovado","",9.5,"",150,10
387,51,14,"1","2007","Aprovado","",9.5,"",60,4
388,52,9,"1","2007","Aprovado","Suficiente",8.30000019073486,"",60,4
389,52,10,"1","2007","Aprovado","Suficiente",8.10000038146973,"",60,4
390,52,11,"1","2007","Aprovado","Suficiente",8,"",60,4
391,52,12,"1","2007","Aprovado","",10,"",150,10
392,52,14,"1","2007","Aprovado","",10,"",60,4
393,52,13,"1","2007","Aprovado","",9,"",60,4
394,52,29,"2","2007","Aprovado","",7,"",30,2
395,53,10,"1","2007","Aprovado","Suficiente",8.30000019073486,"",60,4
396,53,9,"1","2008","Aprovado","",6.09999990463257,"",60,4
397,53,11,"1","2007","Aprovado","Suficiente",7.5,"",60,4
398,53,13,"1","2007","Aprovado","",10,"",60,4
399,53,29,"2","2007","Aprovado","Suficiente",10,"",30,2
400,53,12,"1","2007","Aprovado","",9.5,"",150,10
401,53,14,"1","2007","Aprovado","",9.5,"",60,4
402,37,32,"2","2007","Aprovado","Suficiente",,"",510,34
403,48,30,"1","2008","Aprovado","Suficiente",10,"",30,2
404,48,32,"1","2008","Aprovado","Suficiente",,"",510,34
405,69,10,"1","2004","Aprovado","",7,"",60,4
406,69,9,"1","2004","Aprovado","",8.89999961853027,"",60,4
407,71,10,"2","2008","Aprovado","Suficiente",7.5,"",60,4
408,71,9,"2","2008","Aprovado","Suficiente",9.19999980926514,"",60,4
409,71,11,"2","2008","Aprovado","Suficiente",9,"",60,4
410,72,9,"1","2009","Aprovado","Suficiente",8.89999961853027,"",60,4
411,72,11,"1","2009","Aprovado","Suficiente",8,"",60,4
412,72,10,"1","2009","Aprovado","Suficiente",7,"",60,4
413,77,10,"1","2004","Reprovado","Suficiente",0,"",60,4
414,75,10,"1","2004","Aprovado","Suficiente",7,"",60,4
415,74,10,"1","2004","Aprovado","Suficiente",7,"",60,4
416,85,10,"1","2004","Aprovado","Suficiente",8,"",60,4
417,78,10,"1","2004","Aprovado","Suficiente",7,"",60,4
418,100,10,"1","2004","Aprovado","Suficiente",9,"",60,4
419,85,9,"1","2004","Aprovado","Suficiente",8.80000019073486,"",60,4
420,85,11,"1","2004","Aprovado","Suficiente",8,"",60,4
421,214,11,"1","2004","Reprovado","Suficiente",0,"",60,4
422,77,9,"1","2004","Reprovado","Insuficiente",0,"",60,4
423,74,11,"1","2004","Aprovado","Suficiente",6.59999990463257,"",60,4
424,74,9,"1","2004","Reprovado","Insuficiente",0,"",60,4
425,75,25,"1","2004","Aprovado","Suficiente",100,"",60,4
426,75,9,"1","2004","Reprovado","Suficiente",0,"",60,4
427,100,9,"1","2004","Aprovado","Suficiente",8.80000019073486,"",60,4
428,78,9,"1","2004","Aprovado","Suficiente",8.19999980926514,"",60,4
429,86,26,"2","2004","Aprovado","Suficiente",9.5,"",60,4
430,87,26,"2","2004","Aprovado","Suficiente",9.5,"",60,4
431,78,27,"2","2004","Reprovado","Insuficiente",0,"",60,4
432,82,27,"2","2004","Reprovado","Insuficiente",0,"",60,4
433,82,20,"2","2004","Reprovado","Insuficiente",0,"",60,4
434,79,27,"2","2004","Reprovado","Insuficiente",0,"",60,4
435,73,27,"2","2004","Aprovado","Suficiente",7,"",60,4
436,73,24,"2","2004","Aprovado","Suficiente",9.5,"",90,6
437,100,24,"2","2004","Aprovado","Suficiente",9.5,"",90,6
438,70,24,"2","2004","Aprovado","Suficiente",100,"",90,6
439,88,9,"2","2004","Reprovado","Suficiente",0,"",60,4
440,88,11,"1","2005","Reprovado","Insuficiente",0,"",60,4
441,100,11,"1","2005","Aprovado","Suficiente",7,"",60,4
442,73,9,"1","2005","Aprovado","Suficiente",7.19999980926514,"",60,4
443,73,10,"1","2005","Aprovado","Suficiente",7.19999980926514,"",60,4
444,73,11,"1","2005","Aprovado","Suficiente",7,"",60,4
445,73,28,"2","2005","Reprovado","Insuficiente",0,"",45,3
446,96,11,"1","2005","Aprovado","Suficiente",7,"",60,4
447,96,9,"1","2005","Aprovado","Suficiente",8,"",60,4
448,96,10,"1","2005","Aprovado","Suficiente",7.80000019073486,"",60,4
449,94,9,"1","2005","Aprovado","Suficiente",8.80000019073486,"",60,4
450,94,10,"1","2005","Aprovado","Suficiente",7.90000009536743,"",60,4
451,94,11,"1","2005","Reprovado","Insuficiente",0,"",60,4
452,76,9,"1","2005","Aprovado","Suficiente",8.80000019073486,"",60,4
453,76,10,"1","2005","Aprovado","Suficiente",6.90000009536743,"",60,4
454,79,9,"1","2005","Reprovado","Insuficiente",0,"",60,4
455,75,9,"2","2004","Aprovado","Suficiente",7,"",60,4
456,81,9,"2","2004","Reprovado","Insuficiente",0,"",60,4
457,77,11,"1","2005","Aprovado","Suficiente",8.5,"",60,4
458,69,11,"1","2005","Aprovado","Suficiente",8,"",60,4
459,75,11,"1","2005","Aprovado","Suficiente",7.5,"",60,4
460,97,11,"1","2005","Aprovado","Suficiente",8.5,"",60,4
461,97,28,"2","2005","Reprovado","Insuficiente",0,"",60,4
462,98,11,"2","2005","Aprovado","Suficiente",9,"",60,4
463,98,10,"1","2006","Aprovado","Suficiente",8,"",60,4
464,98,9,"1","2006","Aprovado","Suficiente",9.30000019073486,"",60,4
465,90,11,"2","2003","Aprovado","Suficiente",8.39999961853027,"",60,4
466,90,20,"2","2003","Aprovado","Suficiente",9,"",60,4
467,90,17,"2","2003","Aprovado","Suficiente",9.5,"",60,4
468,89,11,"2","2003","Aprovado","Suficiente",9.60000038146973,"",60,4
469,89,20,"2","2003","Aprovado","Suficiente",9,"",60,4
470,89,17,"2","2003","Aprovado","Suficiente",9.5,"",60,4
471,130,25,"1","2007","Aprovado","Suficiente",9.5,"",60,4
472,141,10,"1","2007","Aprovado","Suficiente",9.5,"",60,4
473,141,9,"1","2007","Aprovado","Suficiente",8.89999961853027,"",60,4
474,120,10,"1","2007","Aprovado","Suficiente",9.80000019073486,"",60,4
475,176,10,"1","2010","Aprovado","Suficiente",8.60000038146973,"",60,4
476,176,9,"1","2010","Aprovado","Suficiente",8.5,"",60,4
477,176,11,"1","2010","Aprovado","Suficiente",7.5,"",60,4
478,186,9,"1","2007","Reprovado","Suficiente",0.300000011920929,"",60,4
479,136,10,"1","2007","Aprovado","Suficiente",8.69999980926514,"",60,4
480,136,11,"1","2007","Aprovado","Suficiente",8,"",60,4
481,139,10,"1","2007","Aprovado","Suficiente",8.39999961853027,"",60,4
482,139,11,"1","2007","Aprovado","Suficiente",8.5,"",60,4
483,99,10,"1","2013","Aprovado","Suficiente",9.60000038146973,"",60,4
484,57,10,"2","2007","Aprovado","Suficiente",8.19999980926514,"",60,4
485,57,9,"2","2007","Aprovado","Suficiente",6.30000019073486,"",60,4
486,60,10,"2","2007","Aprovado","Suficiente",9.30000019073486,"",60,4
487,60,9,"2","2007","Aprovado","Suficiente",9.60000038146973,"",60,4
488,102,10,"1","2007","Aprovado","Suficiente",8.39999961853027,"",60,4
489,102,11,"1","2007","Aprovado","Suficiente",6.5,"",60,4
490,168,10,"1","2007","Aprovado","Suficiente",8.80000019073486,"",60,4
491,168,11,"1","2007","Aprovado","Suficiente",7,"",60,4
492,122,10,"1","2007","Aprovado","Suficiente",9.69999980926514,"",60,4
493,122,9,"1","2007","Aprovado","Suficiente",9.10000038146973,"",60,4
494,224,10,"1","2007","Aprovado","Suficiente",9.10000038146973,"",60,4
495,224,9,"1","2007","Reprovado","Suficiente",1.5,"",60,4
496,224,11,"1","2007","Aprovado","Suficiente",8,"",60,4
497,225,10,"1","2007","Aprovado","Suficiente",9.10000038146973,"",60,4
498,225,9,"1","2007","Aprovado","Suficiente",6.59999990463257,"",60,4
499,225,11,"1","2007","Aprovado","Suficiente",7.5,"",60,4
500,106,10,"1","2007","Aprovado","Suficiente",8.30000019073486,"",60,4
501,106,9,"1","2007","Aprovado","Suficiente",6.30000019073486,"",60,4
502,188,10,"1","2007","Aprovado","Suficiente",9.5,"",60,4
503,187,10,"1","2007","Aprovado","Suficiente",9.60000038146973,"",60,4
504,144,10,"1","2007","Aprovado","Suficiente",9.69999980926514,"",60,4
505,144,9,"1","2007","Aprovado","Suficiente",9.80000019073486,"",60,4
506,118,10,"1","2007","Aprovado","Suficiente",8.39999961853027,"",60,4
507,118,9,"1","2007","Aprovado","Suficiente",7,"",60,4
508,118,11,"1","2007","Aprovado","Suficiente",7.5,"",60,4
509,123,10,"1","2009","Aprovado","Suficiente",9.19999980926514,"",60,4
510,123,9,"1","2009","Aprovado","Suficiente",9.69999980926514,"",60,4
511,123,11,"1","2009","Aprovado","Suficiente",10,"",60,4
512,124,10,"1","2007","Aprovado","Suficiente",8.69999980926514,"",60,4
513,124,9,"1","2007","Aprovado","Suficiente",8.10000038146973,"",60,4
514,63,10,"2","2007","Aprovado","Suficiente",8.69999980926514,"",60,4
515,62,10,"2","2007","Aprovado","Suficiente",8.89999961853027,"",60,4
516,62,9,"2","2007","Aprovado","Suficiente",9.10000038146973,"",60,4
517,62,11,"2","2007","Aprovado","Suficiente",9.5,"",60,4
518,66,10,"2","2007","Aprovado","Suficiente",8.89999961853027,"",60,4
519,56,10,"2","2007","Aprovado","Suficiente",8.80000019073486,"",60,4
520,56,9,"2","2007","Aprovado","Suficiente",8.5,"",60,4
521,56,11,"2","2007","Aprovado","Suficiente",8.5,"",60,4
522,138,10,"1","2007","Aprovado","Suficiente",9.39999961853027,"",60,4
523,180,10,"1","2007","Aprovado","Suficiente",8.69999980926514,"",60,4
524,226,10,"1","2011","Aprovado","Suficiente",8.80000019073486,"",60,4
525,174,10,"1","2007","Aprovado","Suficiente",9.19999980926514,"",60,4
526,175,10,"2","2011","Aprovado","Suficiente",10,"",60,4
527,68,10,"2","2007","Aprovado","Suficiente",9.39999961853027,"",60,4
528,55,9,"2","2007","Aprovado","Suficiente",8.5,"",60,4
529,173,9,"1","2007","Aprovado","Suficiente",9.30000019073486,"",60,4
530,59,9,"2","2007","Aprovado","Suficiente",8.80000019073486,"",60,4
531,67,9,"1","2008","Aprovado","Suficiente",8.39999961853027,"",60,4
532,143,9,"1","2007","Aprovado","Suficiente",8.10000038146973,"",60,4
533,119,9,"1","2007","Aprovado","Suficiente",6.09999990463257,"",60,4
534,66,9,"2","2007","Aprovado","Suficiente",8.89999961853027,"",60,4
535,171,9,"1","2007","Aprovado","Suficiente",6,"",60,4
536,140,9,"1","2009","Aprovado","Suficiente",9.80000019073486,"",60,4
537,74,9,"1","2007","Reprovado","Insuficiente",0.800000011920929,"",60,4
538,61,9,"1","2007","Aprovado","Suficiente",8.60000038146973,"",60,4
539,177,9,"1","2007","Aprovado","Suficiente",6,"",60,4
540,183,11,"1","2007","Reprovado","Suficiente",5.5,"",60,4
541,185,11,"1","2007","Aprovado","Suficiente",8.5,"",60,4
542,66,11,"2","2007","Aprovado","Suficiente",8,"",60,4
543,171,11,"1","2007","Aprovado","Suficiente",8,"",60,4
544,140,11,"1","2009","Aprovado","Suficiente",9,"",60,4
545,42,14,"1","2007","Aprovado","Suficiente",10,"",60,4
546,54,25,"1","2007","Aprovado","Suficiente",10,"",60,4
547,61,25,"1","2007","Aprovado","Suficiente",10,"",60,4
548,61,28,"1","2007","Aprovado","Suficiente",9.5,"",60,4
549,54,28,"1","2007","Aprovado","Suficiente",9.5,"",45,4
550,112,28,"1","2007","Aprovado","Suficiente",9.5,"",60,4
551,127,28,"1","2007","Aprovado","Suficiente",9.5,"",60,4
552,222,28,"2","2007","Aprovado","Suficiente",9.5,"",60,4
553,115,28,"1","2007","Aprovado","Suficiente",9.5,"",60,4
554,128,28,"1","2007","Aprovado","Suficiente",9.5,"",60,4
555,1,12,"1","2008","Aprovado","Suficiente",10,"",150,10
556,56,12,"2","2007","Aprovado","Suficiente",10,"",150,10
557,59,12,"2","2007","Aprovado","Suficiente",10,"",150,10
558,1,13,"2","2007","Aprovado","Suficiente",10,"",60,4
559,61,13,"2","2007","Aprovado","Suficiente",9,"",60,4
560,54,13,"2","2007","Aprovado","Suficiente",9,"",60,4
561,59,13,"2","2007","Aprovado","Suficiente",10,"",60,4
562,56,13,"2","2007","Aprovado","Suficiente",8,"",60,4
563,62,13,"2","2007","Aprovado","Suficiente",10,"",60,4
564,60,13,"2","2007","Aprovado","Suficiente",10,"",60,4
565,57,13,"2","2007","Aprovado","Suficiente",10,"",60,4
566,55,13,"2","2007","Aprovado","Suficiente",10,"",60,4
567,54,11,"2","2007","Aprovado","Suficiente",7,"",60,4
568,61,11,"2","2007","Aprovado","Suficiente",9,"",60,4
569,166,11,"2","2007","Aprovado","Suficiente",7.5,"",60,4
570,151,11,"2","2007","Reprovado","Suficiente",4,"",60,4
571,167,11,"2","2007","Aprovado","Suficiente",6,"",60,4
572,169,11,"1","2012","Aprovado","Suficiente",6.5,"",60,4
574,147,11,"2","2008","Aprovado","Suficiente",8.5,"",60,4
575,221,11,"1","2009","Aprovado","Suficiente",9,"",60,4
576,173,11,"2","2007","Aprovado","Suficiente",7,"",60,4
577,174,11,"2","2007","Aprovado","Suficiente",8.5,"",60,4
578,175,11,"2","2011","Aprovado","Suficiente",8.5,"",60,4
579,149,11,"1","2009","Aprovado","Suficiente",6,"",60,4
580,177,11,"2","2007","Aprovado","Suficiente",8,"",60,4
581,159,11,"2","2008","Aprovado","Suficiente",8.5,"",60,4
582,60,11,"2","2007","Aprovado","Suficiente",8,"",60,4
583,107,11,"1","2006","Aprovado","Suficiente",8,"",60,4
584,103,11,"1","2006","Aprovado","Suficiente",9,"",60,4
585,105,11,"1","2006","Aprovado","Suficiente",7.5,"",60,4
586,59,11,"2","2007","Aprovado","Suficiente",8,"",60,4
587,104,11,"1","2006","Aprovado","Suficiente",8.5,"",60,4
588,101,9,"1","2006","Aprovado","Suficiente",6.19999980926514,"",60,4
589,107,9,"1","2006","Aprovado","Suficiente",6.40000009536743,"",60,4
590,103,9,"1","2006","Aprovado","Suficiente",9.5,"",60,4
591,105,9,"1","2006","Aprovado","Suficiente",7.80000019073486,"",60,4
592,97,9,"1","2006","Aprovado","Suficiente",7,"",60,4
593,58,9,"1","2008","Aprovado","Suficiente",9.5,"",60,4
594,104,9,"1","2006","Aprovado","Suficiente",9.89999961853027,"",60,4
595,104,10,"1","2006","Aprovado","Suficiente",8.39999961853027,"",60,4
596,107,10,"1","2006","Aprovado","Suficiente",6.69999980926514,"",60,4
597,58,10,"1","2008","Aprovado","Suficiente",8.69999980926514,"",60,4
598,59,10,"2","2007","Aprovado","Suficiente",6.59999990463257,"",60,4
599,105,10,"1","2006","Aprovado","Suficiente",6.19999980926514,"",60,4
600,103,10,"1","2006","Aprovado","Suficiente",8.30000019073486,"",60,4
601,109,10,"1","2006","Aprovado","Suficiente",7.69999980926514,"",60,4
602,97,10,"1","2006","Aprovado","Suficiente",7.09999990463257,"",60,4
603,55,11,"2","2007","Aprovado","Suficiente",9.5,"",60,4
604,99,11,"1","2013","Aprovado","Suficiente",8,"",60,4
605,133,11,"2","2006","Aprovado","Suficiente",9,"",60,4
606,57,11,"2","2007","Aprovado","Suficiente",8,"",60,4
607,134,11,"2","2006","Aprovado","Suficiente",6.5,"",60,4
608,132,11,"2","2006","Reprovado","Suficiente",3,"",60,4
609,135,11,"2","2006","Reprovado","Suficiente",5.5,"",60,4
610,131,11,"2","2006","Aprovado","Suficiente",6,"",60,4
611,106,11,"2","2006","Aprovado","Suficiente",6,"",60,4
612,68,25,"2","2007","Aprovado","Suficiente",10,"",60,4
613,109,25,"2","2006","Aprovado","Suficiente",10,"",60,4
614,124,25,"2","2006","Aprovado","Suficiente",10,"",60,4
615,63,14,"1","2008","Aprovado","Suficiente",9,"",60,4
616,63,12,"1","2008","Aprovado","Suficiente",9,"",150,10
617,145,9,"1","2008","Reprovado","Suficiente",3.79999995231628,"",60,4
618,145,10,"1","2008","Reprovado","Suficiente",0.5,"",60,4
619,166,9,"1","2008","Reprovado","Insuficiente",6,"",60,4
620,166,10,"1","2008","Reprovado","Suficiente",5,"",60,4
621,205,10,"1","2008","Reprovado","Insuficiente",0,"",60,4
622,205,9,"1","2008","Aprovado","Suficiente",7,"",60,4
623,54,9,"1","2008","Aprovado","Suficiente",7.30000019073486,"",60,4
624,54,10,"1","2008","Aprovado","Suficiente",9,"",60,4
625,194,10,"1","2008","Aprovado","Suficiente",6.80000019073486,"",60,4
626,194,9,"1","2008","Aprovado","Suficiente",6.30000019073486,"",60,4
627,206,9,"1","2009","Aprovado","Suficiente",7.59999990463257,"",60,4
628,206,11,"1","2009","Aprovado","Suficiente",8,"",60,4
631,160,11,"2","2008","Aprovado","Suficiente",6.5,"",60,4
632,227,11,"1","2008","Aprovado","Suficiente",9.5,"",60,4
633,227,10,"1","2008","Aprovado","Suficiente",10,"",60,4
634,190,9,"1","2008","Aprovado","Suficiente",9.39999961853027,"",60,4
635,146,10,"1","2009","Aprovado","Suficiente",7.90000009536743,"",60,4
636,146,9,"1","2009","Aprovado","Suficiente",7.59999990463257,"",60,4
637,151,9,"1","2008","Reprovado","Insuficiente",0,"",60,4
638,151,10,"1","2008","Reprovado","Insuficiente",0,"",60,4
639,99,9,"1","2013","Aprovado","Suficiente",7.69999980926514,"",60,4
640,136,9,"1","2008","Aprovado","Suficiente",6.90000009536743,"",60,4
641,167,9,"1","2008","Aprovado","Suficiente",8.39999961853027,"",60,4
642,167,10,"1","2008","Aprovado","Suficiente",9,"",60,4
643,61,10,"1","2008","Aprovado","Suficiente",9,"",60,4
644,161,10,"1","2008","Aprovado","Suficiente",9.89999961853027,"",60,4
645,161,9,"1","2008","Aprovado","Suficiente",7.40000009536743,"",60,4
646,161,11,"1","2008","Aprovado","Suficiente",9.5,"",60,4
647,210,11,"1","2008","Aprovado","Suficiente",9,"",60,4
648,210,10,"1","2008","Aprovado","Suficiente",9.69999980926514,"",60,4
649,168,9,"1","2008","Reprovado","Insuficiente",4.19999980926514,"",60,4
650,196,10,"2","2008","Aprovado","Suficiente",9.19999980926514,"",60,4
651,196,9,"2","2008","Aprovado","Suficiente",7.59999990463257,"",60,4
652,196,11,"2","2008","Aprovado","Suficiente",9,"",60,4
653,153,11,"2","2008","Aprovado","Suficiente",8.5,"",60,4
654,153,9,"2","2008","Aprovado","Suficiente",7.80000019073486,"",60,4
655,63,9,"1","2008","Aprovado","Suficiente",7.19999980926514,"",60,4
656,197,10,"2","2008","Aprovado","Suficiente",7.09999990463257,"",60,4
657,197,9,"2","2008","Aprovado","Suficiente",8.19999980926514,"",60,4
658,197,11,"2","2008","Aprovado","Suficiente",8.5,"",60,4
660,154,10,"2","2009","Aprovado","Suficiente",9.5,"",60,4
661,154,9,"2","2009","Aprovado","Suficiente",7.90000009536743,"",60,4
662,154,11,"2","2009","Aprovado","Suficiente",6.5,"",60,4
663,212,11,"2","2009","Aprovado","Suficiente",7.5,"",60,4
666,198,10,"1","2008","Aprovado","",6.69999980926514,"",60,4
667,198,9,"1","2008","Aprovado","Suficiente",8.39999961853027,"",60,4
668,213,10,"1","2010","Aprovado","Suficiente",10,"",60,4
669,213,11,"1","2010","Aprovado","Suficiente",9,"",60,4
670,162,11,"1","2010","Aprovado","Suficiente",7,"",60,4
671,162,10,"1","2010","Aprovado","Suficiente",10,"",60,4
672,162,9,"1","2010","Aprovado","Suficiente",6,"",60,4
673,65,9,"1","2008","Aprovado","Suficiente",7.5,"",60,4
674,65,10,"1","2008","Aprovado","Suficiente",9.39999961853027,"",60,4
675,155,10,"1","2008","Aprovado","Suficiente",10,"",60,4
676,155,9,"1","2008","Aprovado","Suficiente",8.80000019073486,"",60,4
677,163,11,"1","2008","Aprovado","Suficiente",6,"",60,4
680,199,9,"1","2008","Aprovado","Suficiente",8.39999961853027,"",60,4
681,171,10,"1","2008","Aprovado","Suficiente",6,"",60,4
682,147,10,"2","2008","Aprovado","Suficiente",6,"",60,4
683,147,9,"2","2008","Aprovado","Suficiente",6.59999990463257,"",60,4
